Timestamp,Aircraft_ID,Engine_Model,Flight_Hours,Phase,Throttle,RPM,FuelFlow,EGT,OilTemp,OilPressure,Vibration,Severity,Health
2025-12-30 01:58:10.862800,HAL-HJT-01,Adour Mk-821,13.17,IDLE,0.32,973.8,786.4,603.9,84.4,48.7,2.04,0.25,NORMAL
2025-12-30 02:08:10.862800,HAL-HJT-01,Adour Mk-821,13.33,DESCENT,0.41,1109.0,933.3,688.1,124.5,33.3,5.09,0.93,CRITICAL
2025-12-30 02:18:10.862800,HAL-HJT-01,Adour Mk-821,13.5,DESCENT,0.42,1176.4,920.1,647.3,109.6,38.6,4.0,0.67,WARNING
2025-12-30 02:33:10.862800,HAL-HJT-01,Adour Mk-821,13.75,CRUISE,0.71,1874.5,1194.9,681.7,130.9,35.5,4.7,0.86,CRITICAL
2025-12-30 02:43:10.862800,HAL-HJT-01,Adour Mk-821,13.92,CRUISE,0.67,1875.0,1109.1,694.4,125.3,39.7,3.72,0.71,CRITICAL
2025-12-30 02:58:10.862800,HAL-HJT-01,Adour Mk-821,14.17,TAKEOFF,0.91,2651.5,1292.4,656.8,114.7,46.5,2.78,0.3,WARNING
2025-12-30 03:08:10.862800,HAL-HJT-01,Adour Mk-821,14.33,DESCENT,0.42,1126.7,972.9,669.7,120.5,32.9,5.45,0.94,CRITICAL
2025-12-30 03:18:10.862800,HAL-HJT-01,Adour Mk-821,14.5,IDLE,0.25,672.4,827.8,673.2,116.7,31.0,4.59,0.94,CRITICAL
2025-12-30 03:28:10.862800,HAL-HJT-01,Adour Mk-821,14.67,CRUISE,0.73,2256.3,1102.1,649.4,98.9,51.9,2.09,0.16,NORMAL
2025-12-30 03:43:10.862800,HAL-HJT-01,Adour Mk-821,14.92,DESCENT,0.4,1193.3,850.9,609.5,95.4,47.7,2.64,0.32,WARNING
2025-12-30 03:58:10.862800,HAL-HJT-01,Adour Mk-821,15.17,CRUISE,0.74,2084.4,1180.8,688.9,123.5,40.4,4.37,0.64,WARNING
2025-12-30 04:13:10.862800,HAL-HJT-01,Adour Mk-821,15.42,IDLE,0.34,1016.0,777.0,592.3,89.2,50.1,1.63,0.25,NORMAL
2025-12-30 04:28:10.862800,HAL-HJT-01,Adour Mk-821,15.67,TAKEOFF,0.95,2736.5,1356.6,691.7,125.0,42.3,3.44,0.52,WARNING
2025-12-30 04:38:10.862800,HAL-HJT-01,Adour Mk-821,15.83,IDLE,0.33,998.8,754.8,585.2,90.1,50.3,2.02,0.26,NORMAL
2025-12-30 04:48:10.862800,HAL-HJT-01,Adour Mk-821,16.0,CRUISE,0.75,2331.2,1145.1,628.9,97.8,54.1,1.4,0.05,NORMAL
2025-12-30 04:58:10.862800,HAL-HJT-01,Adour Mk-821,16.17,DESCENT,0.44,1375.5,871.1,598.6,84.7,53.7,1.97,0.1,NORMAL
2025-12-30 05:13:10.862800,HAL-HJT-01,Adour Mk-821,16.42,CRUISE,0.74,2087.3,1172.5,696.9,123.0,39.6,4.31,0.64,WARNING
2025-12-30 05:28:10.862800,HAL-HJT-01,Adour Mk-821,16.67,CRUISE,0.71,2151.4,1103.8,606.2,100.1,50.6,1.82,0.2,NORMAL
2025-12-30 05:43:10.862800,HAL-HJT-01,Adour Mk-821,16.92,TAKEOFF,0.96,2568.7,1379.9,723.6,142.4,33.8,4.81,0.93,CRITICAL
2025-12-30 05:58:10.862800,HAL-HJT-01,Adour Mk-821,17.17,TAKEOFF,0.99,2744.7,1412.9,728.9,132.9,37.7,4.18,0.72,CRITICAL
2025-12-30 06:08:10.862800,HAL-HJT-01,Adour Mk-821,17.33,CRUISE,0.66,1857.4,1122.6,680.3,117.2,40.4,3.76,0.65,WARNING
2025-12-30 06:23:10.862800,HAL-HJT-01,Adour Mk-821,17.58,CRUISE,0.69,2025.0,1115.7,660.4,111.4,42.1,3.54,0.56,WARNING
2025-12-30 06:33:10.862800,HAL-HJT-01,Adour Mk-821,17.75,CRUISE,0.72,1890.8,1178.7,723.7,137.2,31.5,4.85,0.99,CRITICAL
2025-12-30 06:43:10.862800,HAL-HJT-01,Adour Mk-821,17.92,CRUISE,0.72,2131.0,1142.6,669.9,114.5,43.9,3.89,0.52,WARNING
2025-12-30 06:58:10.862800,HAL-HJT-01,Adour Mk-821,18.17,CRUISE,0.74,2102.5,1174.6,675.4,118.3,41.3,3.11,0.55,WARNING
2025-12-30 07:13:10.862800,HAL-HJT-01,Adour Mk-821,18.42,CRUISE,0.69,2139.6,1091.1,635.6,97.5,50.3,1.65,0.18,NORMAL
2025-12-30 07:23:10.862800,HAL-HJT-01,Adour Mk-821,18.58,CRUISE,0.66,1999.1,1043.1,612.7,95.1,54.5,1.38,0.07,NORMAL
2025-12-30 07:33:10.862800,HAL-HJT-01,Adour Mk-821,18.75,TAKEOFF,0.94,2638.5,1341.0,721.2,131.0,39.9,3.71,0.61,WARNING
2025-12-30 07:48:10.862800,HAL-HJT-01,Adour Mk-821,19.0,IDLE,0.3,904.5,777.5,570.5,88.5,49.6,1.44,0.28,NORMAL
2025-12-30 08:03:10.862800,HAL-HJT-01,Adour Mk-821,19.25,TAKEOFF,0.91,2438.7,1326.1,719.8,142.4,33.1,4.06,0.92,CRITICAL
2025-12-30 08:13:10.862800,HAL-HJT-01,Adour Mk-821,19.42,DESCENT,0.49,1447.3,903.0,622.9,97.9,46.7,2.89,0.31,WARNING
2025-12-30 08:23:10.862800,HAL-HJT-01,Adour Mk-821,19.58,CRUISE,0.71,1874.0,1167.2,718.1,135.6,31.4,5.34,1.0,CRITICAL
2025-12-30 08:38:10.862800,HAL-HJT-01,Adour Mk-821,19.83,CRUISE,0.73,2017.1,1146.0,688.9,121.8,38.4,3.61,0.74,CRITICAL
2025-12-30 08:53:10.862800,HAL-HJT-01,Adour Mk-821,20.08,CRUISE,0.69,2068.2,1174.2,654.2,107.5,44.9,2.77,0.37,WARNING
2025-12-30 09:08:10.862800,HAL-HJT-01,Adour Mk-821,20.33,CRUISE,0.72,2221.1,1093.1,619.6,95.7,54.1,1.46,0.06,NORMAL
2025-12-30 09:23:10.862800,HAL-HJT-01,Adour Mk-821,20.58,CRUISE,0.7,2124.7,1099.1,628.8,103.6,49.7,2.32,0.22,NORMAL
2025-12-30 09:33:10.862800,HAL-HJT-01,Adour Mk-821,20.75,IDLE,0.31,831.8,827.0,656.2,115.6,34.0,4.28,0.87,CRITICAL
2025-12-30 09:43:10.862800,HAL-HJT-01,Adour Mk-821,20.92,CRUISE,0.69,1951.0,1128.7,647.2,115.1,43.4,3.47,0.52,WARNING
2025-12-30 09:53:10.862800,HAL-HJT-01,Adour Mk-821,21.08,CRUISE,0.67,1859.7,1086.6,707.9,124.9,37.5,3.26,0.77,CRITICAL
2025-12-30 10:08:10.862800,HAL-HJT-01,Adour Mk-821,21.33,IDLE,0.28,838.6,745.4,598.4,83.5,49.4,2.18,0.22,NORMAL
2025-12-30 10:18:10.862800,HAL-HJT-01,Adour Mk-821,21.5,DESCENT,0.44,1326.9,869.3,575.8,89.0,49.6,1.92,0.16,NORMAL
2025-12-30 10:28:10.862800,HAL-HJT-01,Adour Mk-821,21.67,IDLE,0.26,776.0,706.3,570.2,78.4,52.4,1.65,0.1,NORMAL
2025-12-30 10:43:10.862800,HAL-HJT-01,Adour Mk-821,21.92,IDLE,0.3,821.4,796.8,620.4,106.8,38.9,4.1,0.67,WARNING
2025-12-30 10:58:10.862800,HAL-HJT-01,Adour Mk-821,22.17,TAKEOFF,0.99,3052.6,1287.7,634.4,100.3,53.8,1.5,0.02,NORMAL
2025-12-30 11:08:10.862800,HAL-HJT-01,Adour Mk-821,22.33,TAKEOFF,0.94,2567.9,1390.8,720.2,138.3,34.5,4.7,0.85,CRITICAL
2025-12-30 11:23:10.862800,HAL-HJT-01,Adour Mk-821,22.58,IDLE,0.33,995.5,777.2,599.6,94.0,49.3,1.82,0.29,NORMAL
2025-12-30 11:33:10.862800,HAL-HJT-01,Adour Mk-821,22.75,CRUISE,0.7,2154.3,1045.0,618.6,94.9,49.8,1.88,0.11,NORMAL
2025-12-30 11:48:10.862800,HAL-HJT-01,Adour Mk-821,23.0,DESCENT,0.44,1316.5,894.1,588.7,88.0,49.8,2.09,0.17,NORMAL
2025-12-30 11:58:10.862800,HAL-HJT-01,Adour Mk-821,23.17,IDLE,0.26,783.5,741.3,595.4,90.4,48.4,1.93,0.32,WARNING
2025-12-30 12:13:10.862800,HAL-HJT-01,Adour Mk-821,23.42,CRUISE,0.69,2070.6,1089.5,621.1,97.6,51.1,1.88,0.16,NORMAL
2025-12-30 12:23:10.862800,HAL-HJT-01,Adour Mk-821,23.58,IDLE,0.28,850.0,684.8,559.1,77.4,54.2,1.22,0.0,NORMAL
2025-12-30 12:38:10.862800,HAL-HJT-01,Adour Mk-821,23.83,IDLE,0.32,943.1,779.4,598.3,88.3,49.2,2.05,0.29,NORMAL
2025-12-30 12:53:10.862800,HAL-HJT-01,Adour Mk-821,24.08,CRUISE,0.71,2179.4,1144.3,615.9,98.9,51.3,2.02,0.16,NORMAL
2025-12-30 13:08:10.862800,HAL-HJT-01,Adour Mk-821,24.33,IDLE,0.25,664.6,812.3,647.5,118.3,30.7,4.27,0.99,CRITICAL
2025-12-30 13:18:10.862800,HAL-HJT-01,Adour Mk-821,24.5,IDLE,0.35,1072.3,788.7,563.3,81.7,53.4,1.47,0.06,NORMAL
2025-12-30 13:33:10.862800,HAL-HJT-01,Adour Mk-821,24.75,TAKEOFF,0.95,2542.4,1346.0,727.9,140.1,34.8,3.39,0.86,CRITICAL
2025-12-30 13:48:10.862800,HAL-HJT-01,Adour Mk-821,25.0,CRUISE,0.66,1799.9,1126.2,691.1,130.6,33.1,5.41,0.89,CRITICAL
2025-12-30 14:03:10.862800,HAL-HJT-01,Adour Mk-821,25.25,CRUISE,0.66,1948.2,1082.6,649.4,106.2,44.3,2.82,0.41,WARNING
2025-12-30 14:18:10.862800,HAL-HJT-01,Adour Mk-821,25.5,CRUISE,0.7,1999.5,1117.0,680.5,118.2,41.0,3.43,0.58,WARNING
2025-12-30 14:28:10.862800,HAL-HJT-01,Adour Mk-821,25.67,CRUISE,0.67,1965.6,1122.9,656.4,111.1,45.6,2.13,0.42,WARNING
2025-12-30 14:43:10.862800,HAL-HJT-01,Adour Mk-821,25.92,IDLE,0.33,883.7,848.1,651.7,111.8,36.6,3.88,0.81,CRITICAL
2025-12-30 14:58:10.862800,HAL-HJT-01,Adour Mk-821,26.17,IDLE,0.26,811.4,720.9,550.2,75.5,56.3,1.4,0.05,NORMAL
2025-12-30 15:08:10.862800,HAL-HJT-01,Adour Mk-821,26.33,CRUISE,0.71,1951.7,1185.6,709.8,125.0,36.8,4.51,0.78,CRITICAL
2025-12-30 15:23:10.862800,HAL-HJT-01,Adour Mk-821,26.58,CRUISE,0.72,2259.5,1074.8,619.1,94.9,55.6,1.31,0.02,NORMAL
2025-12-30 15:38:10.862800,HAL-HJT-01,Adour Mk-821,26.83,CRUISE,0.73,2090.8,1158.4,652.5,112.4,42.5,3.26,0.54,WARNING
2025-12-30 15:53:10.862800,HAL-HJT-01,Adour Mk-821,27.08,DESCENT,0.45,1347.9,888.6,627.2,94.0,48.1,2.19,0.28,NORMAL
2025-12-30 16:03:10.862800,HAL-HJT-01,Adour Mk-821,27.25,CRUISE,0.66,2027.6,1026.5,607.1,91.2,53.3,2.0,0.08,NORMAL
2025-12-30 16:13:10.862800,HAL-HJT-01,Adour Mk-821,27.42,TAKEOFF,0.99,2895.7,1355.0,673.0,121.7,44.9,3.73,0.44,WARNING
2025-12-30 16:28:10.862800,HAL-HJT-01,Adour Mk-821,27.67,CRUISE,0.69,1945.0,1141.8,663.2,118.7,38.6,3.83,0.69,WARNING
2025-12-30 16:43:10.862800,HAL-HJT-01,Adour Mk-821,27.92,DESCENT,0.44,1337.7,865.2,600.9,87.5,51.9,2.07,0.21,NORMAL
2025-12-30 16:53:10.862800,HAL-HJT-01,Adour Mk-821,28.08,CRUISE,0.7,1854.1,1208.3,737.9,131.3,31.3,4.81,0.95,CRITICAL
2025-12-30 17:08:10.862800,HAL-HJT-01,Adour Mk-821,28.33,IDLE,0.29,867.5,752.1,593.5,84.9,48.6,1.96,0.26,NORMAL
2025-12-30 17:18:10.862800,HAL-HJT-01,Adour Mk-821,28.5,CRUISE,0.65,1944.9,1066.2,670.8,100.0,48.4,2.68,0.27,NORMAL
2025-12-30 17:28:10.862800,HAL-HJT-01,Adour Mk-821,28.67,CRUISE,0.66,1946.1,1019.8,628.4,110.3,44.2,2.92,0.41,WARNING
2025-12-30 17:43:10.862800,HAL-HJT-01,Adour Mk-821,28.92,DESCENT,0.41,1281.9,832.0,589.4,80.3,53.4,1.51,0.06,NORMAL
2025-12-30 17:58:10.862800,HAL-HJT-01,Adour Mk-821,29.17,IDLE,0.32,979.2,767.2,580.2,86.8,50.4,1.98,0.22,NORMAL
2025-12-30 18:13:10.862800,HAL-HJT-01,Adour Mk-821,29.42,DESCENT,0.43,1265.7,891.7,596.7,91.4,48.4,2.03,0.25,NORMAL
2025-12-30 18:23:10.862800,HAL-HJT-01,Adour Mk-821,29.58,IDLE,0.26,751.1,758.6,624.9,91.3,46.6,2.64,0.38,WARNING
2025-12-30 18:33:10.862800,HAL-HJT-01,Adour Mk-821,29.75,CRUISE,0.68,2099.0,1052.4,616.1,94.2,55.8,1.8,0.05,NORMAL
2025-12-30 18:43:10.862800,HAL-HJT-01,Adour Mk-821,29.92,IDLE,0.29,807.4,800.6,628.8,105.1,37.8,2.93,0.66,WARNING
2025-12-30 18:58:10.862800,HAL-HJT-01,Adour Mk-821,30.17,DESCENT,0.41,1281.2,840.2,577.6,79.4,55.8,1.29,0.01,NORMAL
2025-12-30 19:13:10.862800,HAL-HJT-01,Adour Mk-821,30.42,CRUISE,0.71,2030.0,1125.8,690.6,114.1,42.7,3.15,0.51,WARNING
2025-12-30 19:23:10.862800,HAL-HJT-01,Adour Mk-821,30.58,IDLE,0.3,896.9,766.0,597.6,85.4,50.8,1.85,0.22,NORMAL
2025-12-30 19:38:10.862800,HAL-HJT-01,Adour Mk-821,30.83,CRUISE,0.71,2217.2,1074.5,612.9,94.4,53.4,1.71,0.07,NORMAL
2025-12-30 19:53:10.862800,HAL-HJT-01,Adour Mk-821,31.08,CRUISE,0.74,2144.7,1163.2,679.8,113.8,41.6,3.04,0.55,WARNING
2025-12-30 20:03:10.862800,HAL-HJT-01,Adour Mk-821,31.25,DESCENT,0.5,1524.4,910.1,591.7,89.1,49.9,1.43,0.12,NORMAL
2025-12-30 20:13:10.862800,HAL-HJT-01,Adour Mk-821,31.42,CRUISE,0.68,2036.6,1094.8,629.1,109.5,48.4,2.42,0.3,WARNING
2025-12-30 20:23:10.862800,HAL-HJT-01,Adour Mk-821,31.58,CRUISE,0.7,2080.0,1123.5,641.6,105.1,47.4,2.18,0.31,WARNING
2025-12-30 20:33:10.862800,HAL-HJT-01,Adour Mk-821,31.75,CRUISE,0.71,1875.8,1218.7,716.0,138.4,30.8,4.36,0.99,CRITICAL
2025-12-30 20:43:10.862800,HAL-HJT-01,Adour Mk-821,31.92,CRUISE,0.7,2151.0,1115.6,635.5,98.2,53.4,1.96,0.1,NORMAL
2025-12-30 20:58:10.862800,HAL-HJT-01,Adour Mk-821,32.17,CRUISE,0.74,2203.0,1093.2,629.8,103.4,51.4,2.25,0.27,NORMAL
2025-12-30 21:13:10.862800,HAL-HJT-01,Adour Mk-821,32.42,DESCENT,0.48,1468.6,900.3,607.7,86.2,53.0,1.94,0.12,NORMAL
2025-12-30 21:28:10.862800,HAL-HJT-01,Adour Mk-821,32.67,CRUISE,0.74,2277.2,1148.9,608.5,102.9,50.1,1.96,0.17,NORMAL
2025-12-30 21:38:10.862800,HAL-HJT-01,Adour Mk-821,32.83,CRUISE,0.74,2170.1,1184.2,677.0,113.5,45.6,3.77,0.45,WARNING
2025-12-30 21:48:10.862800,HAL-HJT-01,Adour Mk-821,33.0,CRUISE,0.65,1763.6,1074.0,684.8,125.0,35.1,4.37,0.82,CRITICAL
2025-12-30 21:58:10.862800,HAL-HJT-01,Adour Mk-821,33.17,CRUISE,0.66,2047.3,1012.4,607.2,90.1,56.1,1.36,0.01,NORMAL
2025-12-30 22:08:10.862800,HAL-HJT-01,Adour Mk-821,33.33,TAKEOFF,0.92,2683.1,1260.7,670.5,113.5,50.3,2.27,0.29,NORMAL
2025-12-30 22:18:10.862800,HAL-HJT-01,Adour Mk-821,33.5,IDLE,0.33,940.8,812.6,626.0,99.6,44.9,3.49,0.48,WARNING
2025-12-30 22:33:10.862800,HAL-HJT-01,Adour Mk-821,33.75,CRUISE,0.73,2126.8,1138.2,638.1,111.6,45.6,3.24,0.41,WARNING
2025-12-30 22:48:10.862800,HAL-HJT-01,Adour Mk-821,34.0,CRUISE,0.69,1908.5,1098.1,697.3,122.9,36.4,5.12,0.81,CRITICAL
2025-12-30 22:58:10.862800,HAL-HJT-01,Adour Mk-821,34.17,DESCENT,0.44,1188.0,964.4,646.3,124.9,31.4,4.47,0.97,CRITICAL
